project_name,snapshot_date,stage,probability,expected_close_date,pipeline_value
Project 0608,2026-08-24,Closed Won,1.0,2026-12-10,355600
Project 0608,2026-07-24,Closed Won,1.0,2026-12-10,355600
Project 0608,2026-06-24,Closed Won,1.0,2026-12-10,355600
Project 0608,2026-05-24,Closed Won,1.0,2026-12-10,355600
Project 0608,2026-04-24,Closed Won,1.0,2026-12-10,355600
Project 0608,2026-03-24,Closed Won,1.0,2026-12-10,355600
Project 0609,2026-08-24,Closed Won,1.0,2026-04-26,157500
Project 0609,2026-07-24,Closed Won,1.0,2026-04-26,157500
Project 0609,2026-06-24,Closed Won,1.0,2026-04-26,157500
Project 0609,2026-05-24,Closed Won,1.0,2026-04-26,157500
Project 0609,2026-04-24,Closed Won,1.0,2026-04-26,157500
Project 0609,2026-03-24,Closed Won,1.0,2026-04-26,157500
Project 0610,2026-08-24,Qualified,0.35,2025-03-07,205050
Project 0610,2026-07-24,Qualified,0.35,2025-03-07,205050
Project 0610,2026-06-24,Qualified,0.35,2025-03-07,205050
Project 0610,2026-05-24,Qualified,0.35,2025-03-07,205050
Project 0610,2026-04-24,Qualified,0.35,2025-03-07,205050
Project 0610,2026-03-24,Qualified,0.35,2025-03-07,205050
Project 0611,2026-08-24,In Delivery,0.75,2025-10-07,273150
Project 0611,2026-07-24,In Delivery,0.75,2025-10-07,273150
Project 0611,2026-06-24,In Delivery,0.75,2025-10-07,273150
Project 0611,2026-05-24,In Delivery,0.75,2025-10-07,273150
Project 0611,2026-04-24,In Delivery,0.75,2025-10-07,273150
Project 0611,2026-03-24,In Delivery,0.75,2025-10-07,273150
Project 0612,2026-08-24,In Delivery,0.75,2026-05-18,171600
Project 0612,2026-07-24,In Delivery,0.75,2026-05-18,171600
Project 0612,2026-06-24,In Delivery,0.75,2026-05-18,171600
Project 0612,2026-05-24,In Delivery,0.75,2026-05-18,171600
Project 0612,2026-04-24,In Delivery,0.75,2026-05-18,171600
Project 0612,2026-03-24,In Delivery,0.75,2026-05-18,171600
Project 0613,2026-08-24,Prospect,0.15,2026-07-29,725550
Project 0613,2026-07-24,Prospect,0.15,2026-07-29,725550
Project 0613,2026-06-24,Prospect,0.15,2026-07-29,725550
Project 0613,2026-05-24,Prospect,0.15,2026-07-29,725550
Project 0613,2026-04-24,Prospect,0.15,2026-07-29,725550
Project 0613,2026-03-24,Prospect,0.15,2026-07-29,725550
Project 0614,2026-08-24,Prospect,0.15,2025-07-03,1112400
Project 0614,2026-07-24,Prospect,0.15,2025-07-03,1112400
Project 0614,2026-06-24,Prospect,0.15,2025-07-03,1112400
Project 0614,2026-05-24,Prospect,0.15,2025-07-03,1112400
Project 0614,2026-04-24,Prospect,0.15,2025-07-03,1112400
Project 0614,2026-03-24,Prospect,0.15,2025-07-03,1112400
Project 0615,2026-08-24,Prospect,0.15,2025-02-27,460800
Project 0615,2026-07-24,Prospect,0.15,2025-02-27,460800
Project 0615,2026-06-24,Prospect,0.15,2025-02-27,460800
Project 0615,2026-05-24,Prospect,0.15,2025-02-27,460800
Project 0615,2026-04-24,Prospect,0.15,2025-02-27,460800
Project 0615,2026-03-24,Prospect,0.15,2025-02-27,460800
Project 0616,2026-08-24,Closed Won,1.0,2026-07-17,774600
Project 0616,2026-07-24,Closed Won,1.0,2026-07-17,774600
Project 0616,2026-06-24,Closed Won,1.0,2026-07-17,774600
Project 0616,2026-05-24,Closed Won,1.0,2026-07-17,774600
Project 0616,2026-04-24,Closed Won,1.0,2026-07-17,774600
Project 0616,2026-03-24,Closed Won,1.0,2026-07-17,774600
Project 0617,2026-08-24,Qualified,0.35,2025-08-07,101250
Project 0617,2026-07-24,Qualified,0.35,2025-08-07,101250
Project 0617,2026-06-24,Qualified,0.35,2025-08-07,101250
Project 0617,2026-05-24,Qualified,0.35,2025-08-07,101250
Project 0617,2026-04-24,Qualified,0.35,2025-08-07,101250
Project 0617,2026-03-24,Qualified,0.35,2025-08-07,101250
Project 0618,2026-08-24,In Delivery,0.75,2026-04-27,716500
Project 0618,2026-07-24,In Delivery,0.75,2026-04-27,716500
Project 0618,2026-06-24,In Delivery,0.75,2026-04-27,716500
Project 0618,2026-05-24,In Delivery,0.75,2026-04-27,716500
Project 0618,2026-04-24,In Delivery,0.75,2026-04-27,716500
Project 0618,2026-03-24,In Delivery,0.75,2026-04-27,716500
Project 0619,2026-08-24,Closed Won,1.0,2026-01-21,261000
Project 0619,2026-07-24,Closed Won,1.0,2026-01-21,261000
Project 0619,2026-06-24,Closed Won,1.0,2026-01-21,261000
Project 0619,2026-05-24,Closed Won,1.0,2026-01-21,261000
Project 0619,2026-04-24,Closed Won,1.0,2026-01-21,261000
Project 0619,2026-03-24,Closed Won,1.0,2026-01-21,261000
Project 0620,2026-08-24,In Delivery,0.75,2026-08-11,89800
Project 0620,2026-07-24,In Delivery,0.75,2026-08-11,89800
Project 0620,2026-06-24,In Delivery,0.75,2026-08-11,89800
Project 0620,2026-05-24,In Delivery,0.75,2026-08-11,89800
Project 0620,2026-04-24,In Delivery,0.75,2026-08-11,89800
Project 0620,2026-03-24,In Delivery,0.75,2026-08-11,89800
Project 0621,2026-08-24,Closed Won,1.0,2026-10-04,1269100
Project 0621,2026-07-24,Closed Won,1.0,2026-10-04,1269100
Project 0621,2026-06-24,Closed Won,1.0,2026-10-04,1269100
Project 0621,2026-05-24,Closed Won,1.0,2026-10-04,1269100
Project 0621,2026-04-24,Closed Won,1.0,2026-10-04,1269100
Project 0621,2026-03-24,Closed Won,1.0,2026-10-04,1269100
Project 0622,2026-08-24,Qualified,0.35,2026-10-18,504450
Project 0622,2026-07-24,Qualified,0.35,2026-10-18,504450
Project 0622,2026-06-24,Qualified,0.35,2026-10-18,504450
Project 0622,2026-05-24,Qualified,0.35,2026-10-18,504450
Project 0622,2026-04-24,Qualified,0.35,2026-10-18,504450
Project 0622,2026-03-24,Qualified,0.35,2026-10-18,504450
Project 0623,2026-08-24,Qualified,0.35,2026-02-25,200600
Project 0623,2026-07-24,Qualified,0.35,2026-02-25,200600
Project 0623,2026-06-24,Qualified,0.35,2026-02-25,200600
Project 0623,2026-05-24,Qualified,0.35,2026-02-25,200600
Project 0623,2026-04-24,Qualified,0.35,2026-02-25,200600
Project 0623,2026-03-24,Qualified,0.35,2026-02-25,200600
Project 0624,2026-08-24,Prospect,0.15,2026-10-21,666750
Project 0624,2026-07-24,Prospect,0.15,2026-10-21,666750
Project 0624,2026-06-24,Prospect,0.15,2026-10-21,666750
Project 0624,2026-05-24,Prospect,0.15,2026-10-21,666750
Project 0624,2026-04-24,Prospect,0.15,2026-10-21,666750
Project 0624,2026-03-24,Prospect,0.15,2026-10-21,666750
Project 0625,2026-08-24,Prospect,0.15,2025-10-04,230800
Project 0625,2026-07-24,Prospect,0.15,2025-10-04,230800
Project 0625,2026-06-24,Prospect,0.15,2025-10-04,230800
Project 0625,2026-05-24,Prospect,0.15,2025-10-04,230800
Project 0625,2026-04-24,Prospect,0.15,2025-10-04,230800
Project 0625,2026-03-24,Prospect,0.15,2025-10-04,230800
Project 0626,2026-08-24,In Delivery,0.75,2025-11-21,521700
Project 0626,2026-07-24,In Delivery,0.75,2025-11-21,521700
Project 0626,2026-06-24,In Delivery,0.75,2025-11-21,521700
Project 0626,2026-05-24,In Delivery,0.75,2025-11-21,521700
Project 0626,2026-04-24,In Delivery,0.75,2025-11-21,521700
Project 0626,2026-03-24,In Delivery,0.75,2025-11-21,521700
Project 0627,2026-08-24,Closed Won,1.0,2025-12-20,1981200
Project 0627,2026-07-24,Closed Won,1.0,2025-12-20,1981200
Project 0627,2026-06-24,Closed Won,1.0,2025-12-20,1981200
Project 0627,2026-05-24,Closed Won,1.0,2025-12-20,1981200
Project 0627,2026-04-24,Closed Won,1.0,2025-12-20,1981200
Project 0627,2026-03-24,Closed Won,1.0,2025-12-20,1981200
Project 0628,2026-08-24,Qualified,0.35,2026-05-15,731250
Project 0628,2026-07-24,Qualified,0.35,2026-05-15,731250
Project 0628,2026-06-24,Qualified,0.35,2026-05-15,731250
Project 0628,2026-05-24,Qualified,0.35,2026-05-15,731250
Project 0628,2026-04-24,Qualified,0.35,2026-05-15,731250
Project 0628,2026-03-24,Qualified,0.35,2026-05-15,731250
Project 0629,2026-08-24,Qualified,0.35,2026-01-28,1557850
Project 0629,2026-07-24,Qualified,0.35,2026-01-28,1557850
Project 0629,2026-06-24,Qualified,0.35,2026-01-28,1557850
Project 0629,2026-05-24,Qualified,0.35,2026-01-28,1557850
Project 0629,2026-04-24,Qualified,0.35,2026-01-28,1557850
Project 0629,2026-03-24,Qualified,0.35,2026-01-28,1557850
Project 0630,2026-08-24,In Delivery,0.75,2027-01-03,1136100
Project 0630,2026-07-24,In Delivery,0.75,2027-01-03,1136100
Project 0630,2026-06-24,In Delivery,0.75,2027-01-03,1136100
Project 0630,2026-05-24,In Delivery,0.75,2027-01-03,1136100
Project 0630,2026-04-24,In Delivery,0.75,2027-01-03,1136100
Project 0630,2026-03-24,In Delivery,0.75,2027-01-03,1136100
Project 0631,2026-08-24,In Delivery,0.75,2026-01-13,60450
Project 0631,2026-07-24,In Delivery,0.75,2026-01-13,60450
Project 0631,2026-06-24,In Delivery,0.75,2026-01-13,60450
Project 0631,2026-05-24,In Delivery,0.75,2026-01-13,60450
Project 0631,2026-04-24,In Delivery,0.75,2026-01-13,60450
Project 0631,2026-03-24,In Delivery,0.75,2026-01-13,60450
Project 0632,2026-08-24,Qualified,0.35,2025-03-16,1175000
Project 0632,2026-07-24,Qualified,0.35,2025-03-16,1175000
Project 0632,2026-06-24,Qualified,0.35,2025-03-16,1175000
Project 0632,2026-05-24,Qualified,0.35,2025-03-16,1175000
Project 0632,2026-04-24,Qualified,0.35,2025-03-16,1175000
Project 0632,2026-03-24,Qualified,0.35,2025-03-16,1175000
Project 0633,2026-08-24,In Delivery,0.75,2027-03-03,472350
Project 0633,2026-07-24,In Delivery,0.75,2027-03-03,472350
Project 0633,2026-06-24,In Delivery,0.75,2027-03-03,472350
Project 0633,2026-05-24,In Delivery,0.75,2027-03-03,472350
Project 0633,2026-04-24,In Delivery,0.75,2027-03-03,472350
Project 0633,2026-03-24,In Delivery,0.75,2027-03-03,472350
Project 0634,2026-08-24,Closed Lost,0.0,2026-10-29,905000
Project 0634,2026-07-24,Closed Lost,0.0,2026-10-29,905000
Project 0634,2026-06-24,Closed Lost,0.0,2026-10-29,905000
Project 0634,2026-05-24,Closed Lost,0.0,2026-10-29,905000
Project 0634,2026-04-24,Closed Lost,0.0,2026-10-29,905000
Project 0634,2026-03-24,Closed Lost,0.0,2026-10-29,905000
Project 0635,2026-08-24,In Delivery,0.75,2024-12-31,1615600
Project 0635,2026-07-24,In Delivery,0.75,2024-12-31,1615600
Project 0635,2026-06-24,In Delivery,0.75,2024-12-31,1615600
Project 0635,2026-05-24,In Delivery,0.75,2024-12-31,1615600
Project 0635,2026-04-24,In Delivery,0.75,2024-12-31,1615600
Project 0635,2026-03-24,In Delivery,0.75,2024-12-31,1615600
Project 0636,2026-08-24,Closed Won,1.0,2026-01-01,459900
Project 0636,2026-07-24,Closed Won,1.0,2026-01-01,459900
Project 0636,2026-06-24,Closed Won,1.0,2026-01-01,459900
Project 0636,2026-05-24,Closed Won,1.0,2026-01-01,459900
Project 0636,2026-04-24,Closed Won,1.0,2026-01-01,459900
Project 0636,2026-03-24,Closed Won,1.0,2026-01-01,459900
Project 0637,2026-08-24,Qualified,0.35,2026-01-24,454200
Project 0637,2026-07-24,Qualified,0.35,2026-01-24,454200
Project 0637,2026-06-24,Qualified,0.35,2026-01-24,454200
Project 0637,2026-05-24,Qualified,0.35,2026-01-24,454200
Project 0637,2026-04-24,Qualified,0.35,2026-01-24,454200
Project 0637,2026-03-24,Qualified,0.35,2026-01-24,454200
Project 0638,2026-08-24,Qualified,0.35,2025-08-17,1681050
Project 0638,2026-07-24,Qualified,0.35,2025-08-17,1681050
Project 0638,2026-06-24,Qualified,0.35,2025-08-17,1681050
Project 0638,2026-05-24,Qualified,0.35,2025-08-17,1681050
Project 0638,2026-04-24,Qualified,0.35,2025-08-17,1681050
Project 0638,2026-03-24,Qualified,0.35,2025-08-17,1681050
Project 0639,2026-08-24,Closed Won,1.0,2025-06-22,1111200
Project 0639,2026-07-24,Closed Won,1.0,2025-06-22,1111200
Project 0639,2026-06-24,Closed Won,1.0,2025-06-22,1111200
Project 0639,2026-05-24,Closed Won,1.0,2025-06-22,1111200
Project 0639,2026-04-24,Closed Won,1.0,2025-06-22,1111200
Project 0639,2026-03-24,Closed Won,1.0,2025-06-22,1111200
Project 0640,2026-08-24,Closed Won,1.0,2025-12-13,679200
Project 0640,2026-07-24,Closed Won,1.0,2025-12-13,679200
Project 0640,2026-06-24,Closed Won,1.0,2025-12-13,679200
Project 0640,2026-05-24,Closed Won,1.0,2025-12-13,679200
Project 0640,2026-04-24,Closed Won,1.0,2025-12-13,679200
Project 0640,2026-03-24,Closed Won,1.0,2025-12-13,679200
Project 0641,2026-08-24,In Delivery,0.75,2025-10-12,54500
Project 0641,2026-07-24,In Delivery,0.75,2025-10-12,54500
Project 0641,2026-06-24,In Delivery,0.75,2025-10-12,54500
Project 0641,2026-05-24,In Delivery,0.75,2025-10-12,54500
Project 0641,2026-04-24,In Delivery,0.75,2025-10-12,54500
Project 0641,2026-03-24,In Delivery,0.75,2025-10-12,54500
Project 0642,2026-08-24,In Delivery,0.75,2025-08-10,614500
Project 0642,2026-07-24,In Delivery,0.75,2025-08-10,614500
Project 0642,2026-06-24,In Delivery,0.75,2025-08-10,614500
Project 0642,2026-05-24,In Delivery,0.75,2025-08-10,614500
Project 0642,2026-04-24,In Delivery,0.75,2025-08-10,614500
Project 0642,2026-03-24,In Delivery,0.75,2025-08-10,614500
Project 0643,2026-08-24,In Delivery,0.75,2025-12-11,1341900
Project 0643,2026-07-24,In Delivery,0.75,2025-12-11,1341900
Project 0643,2026-06-24,In Delivery,0.75,2025-12-11,1341900
Project 0643,2026-05-24,In Delivery,0.75,2025-12-11,1341900
Project 0643,2026-04-24,In Delivery,0.75,2025-12-11,1341900
Project 0643,2026-03-24,In Delivery,0.75,2025-12-11,1341900
Project 0644,2026-08-24,In Delivery,0.75,2026-09-19,1145750
Project 0644,2026-07-24,In Delivery,0.75,2026-09-19,1145750
Project 0644,2026-06-24,In Delivery,0.75,2026-09-19,1145750
Project 0644,2026-05-24,In Delivery,0.75,2026-09-19,1145750
Project 0644,2026-04-24,In Delivery,0.75,2026-09-19,1145750
Project 0644,2026-03-24,In Delivery,0.75,2026-09-19,1145750
Project 0645,2026-08-24,Qualified,0.35,2025-03-16,454300
Project 0645,2026-07-24,Qualified,0.35,2025-03-16,454300
Project 0645,2026-06-24,Qualified,0.35,2025-03-16,454300
Project 0645,2026-05-24,Qualified,0.35,2025-03-16,454300
Project 0645,2026-04-24,Qualified,0.35,2025-03-16,454300
Project 0645,2026-03-24,Qualified,0.35,2025-03-16,454300
Project 0646,2026-08-24,Prospect,0.15,2027-05-07,279250
Project 0646,2026-07-24,Prospect,0.15,2027-05-07,279250
Project 0646,2026-06-24,Prospect,0.15,2027-05-07,279250
Project 0646,2026-05-24,Prospect,0.15,2027-05-07,279250
Project 0646,2026-04-24,Prospect,0.15,2027-05-07,279250
Project 0646,2026-03-24,Prospect,0.15,2027-05-07,279250
Project 0647,2026-08-24,Qualified,0.35,2026-12-11,1880400
Project 0647,2026-07-24,Qualified,0.35,2026-12-11,1880400
Project 0647,2026-06-24,Qualified,0.35,2026-12-11,1880400
Project 0647,2026-05-24,Qualified,0.35,2026-12-11,1880400
Project 0647,2026-04-24,Qualified,0.35,2026-12-11,1880400
Project 0647,2026-03-24,Qualified,0.35,2026-12-11,1880400
Project 0648,2026-08-24,Closed Won,1.0,2027-04-05,143500
Project 0648,2026-07-24,Closed Won,1.0,2027-04-05,143500
Project 0648,2026-06-24,Closed Won,1.0,2027-04-05,143500
Project 0648,2026-05-24,Closed Won,1.0,2027-04-05,143500
Project 0648,2026-04-24,Closed Won,1.0,2027-04-05,143500
Project 0648,2026-03-24,Closed Won,1.0,2027-04-05,143500
Project 0649,2026-08-24,In Delivery,0.75,2026-07-21,867000
Project 0649,2026-07-24,In Delivery,0.75,2026-07-21,867000
Project 0649,2026-06-24,In Delivery,0.75,2026-07-21,867000
Project 0649,2026-05-24,In Delivery,0.75,2026-07-21,867000
Project 0649,2026-04-24,In Delivery,0.75,2026-07-21,867000
Project 0649,2026-03-24,In Delivery,0.75,2026-07-21,867000
Project 0650,2026-08-24,Prospect,0.15,2025-09-06,150600
Project 0650,2026-07-24,Prospect,0.15,2025-09-06,150600
Project 0650,2026-06-24,Prospect,0.15,2025-09-06,150600
Project 0650,2026-05-24,Prospect,0.15,2025-09-06,150600
Project 0650,2026-04-24,Prospect,0.15,2025-09-06,150600
Project 0650,2026-03-24,Prospect,0.15,2025-09-06,150600
Project 0651,2026-08-24,Prospect,0.15,2025-05-17,918200
Project 0651,2026-07-24,Prospect,0.15,2025-05-17,918200
Project 0651,2026-06-24,Prospect,0.15,2025-05-17,918200
Project 0651,2026-05-24,Prospect,0.15,2025-05-17,918200
Project 0651,2026-04-24,Prospect,0.15,2025-05-17,918200
Project 0651,2026-03-24,Prospect,0.15,2025-05-17,918200
Project 0652,2026-08-24,In Delivery,0.75,2026-07-31,968100
Project 0652,2026-07-24,In Delivery,0.75,2026-07-31,968100
Project 0652,2026-06-24,In Delivery,0.75,2026-07-31,968100
Project 0652,2026-05-24,In Delivery,0.75,2026-07-31,968100
Project 0652,2026-04-24,In Delivery,0.75,2026-07-31,968100
Project 0652,2026-03-24,In Delivery,0.75,2026-07-31,968100
Project 0653,2026-08-24,Qualified,0.35,2026-10-28,1342200
Project 0653,2026-07-24,Qualified,0.35,2026-10-28,1342200
Project 0653,2026-06-24,Qualified,0.35,2026-10-28,1342200
Project 0653,2026-05-24,Qualified,0.35,2026-10-28,1342200
Project 0653,2026-04-24,Qualified,0.35,2026-10-28,1342200
Project 0653,2026-03-24,Qualified,0.35,2026-10-28,1342200
Project 0654,2026-08-24,In Delivery,0.75,2026-07-25,500500
Project 0654,2026-07-24,In Delivery,0.75,2026-07-25,500500
Project 0654,2026-06-24,In Delivery,0.75,2026-07-25,500500
Project 0654,2026-05-24,In Delivery,0.75,2026-07-25,500500
Project 0654,2026-04-24,In Delivery,0.75,2026-07-25,500500
Project 0654,2026-03-24,In Delivery,0.75,2026-07-25,500500
Project 0655,2026-08-24,Qualified,0.35,2025-11-18,811200
Project 0655,2026-07-24,Qualified,0.35,2025-11-18,811200
Project 0655,2026-06-24,Qualified,0.35,2025-11-18,811200
Project 0655,2026-05-24,Qualified,0.35,2025-11-18,811200
Project 0655,2026-04-24,Qualified,0.35,2025-11-18,811200
Project 0655,2026-03-24,Qualified,0.35,2025-11-18,811200
Project 0656,2026-08-24,Qualified,0.35,2026-03-11,563400
Project 0656,2026-07-24,Qualified,0.35,2026-03-11,563400
Project 0656,2026-06-24,Qualified,0.35,2026-03-11,563400
Project 0656,2026-05-24,Qualified,0.35,2026-03-11,563400
Project 0656,2026-04-24,Qualified,0.35,2026-03-11,563400
Project 0656,2026-03-24,Qualified,0.35,2026-03-11,563400
Project 0657,2026-08-24,Prospect,0.15,2025-11-15,838750
Project 0657,2026-07-24,Prospect,0.15,2025-11-15,838750
Project 0657,2026-06-24,Prospect,0.15,2025-11-15,838750
Project 0657,2026-05-24,Prospect,0.15,2025-11-15,838750
Project 0657,2026-04-24,Prospect,0.15,2025-11-15,838750
Project 0657,2026-03-24,Prospect,0.15,2025-11-15,838750
Project 0658,2026-08-24,Closed Won,1.0,2025-06-02,108150
Project 0658,2026-07-24,Closed Won,1.0,2025-06-02,108150
Project 0658,2026-06-24,Closed Won,1.0,2025-06-02,108150
Project 0658,2026-05-24,Closed Won,1.0,2025-06-02,108150
Project 0658,2026-04-24,Closed Won,1.0,2025-06-02,108150
Project 0658,2026-03-24,Closed Won,1.0,2025-06-02,108150
Project 0659,2026-08-24,Qualified,0.35,2026-12-27,292600
Project 0659,2026-07-24,Qualified,0.35,2026-12-27,292600
Project 0659,2026-06-24,Qualified,0.35,2026-12-27,292600
Project 0659,2026-05-24,Qualified,0.35,2026-12-27,292600
Project 0659,2026-04-24,Qualified,0.35,2026-12-27,292600
Project 0659,2026-03-24,Qualified,0.35,2026-12-27,292600
Project 0660,2026-08-24,Closed Won,1.0,2025-02-19,1784400
Project 0660,2026-07-24,Closed Won,1.0,2025-02-19,1784400
Project 0660,2026-06-24,Closed Won,1.0,2025-02-19,1784400
Project 0660,2026-05-24,Closed Won,1.0,2025-02-19,1784400
Project 0660,2026-04-24,Closed Won,1.0,2025-02-19,1784400
Project 0660,2026-03-24,Closed Won,1.0,2025-02-19,1784400
Project 0661,2026-08-24,Closed Won,1.0,2026-06-07,1080000
Project 0661,2026-07-24,Closed Won,1.0,2026-06-07,1080000
Project 0661,2026-06-24,Closed Won,1.0,2026-06-07,1080000
Project 0661,2026-05-24,Closed Won,1.0,2026-06-07,1080000
Project 0661,2026-04-24,Closed Won,1.0,2026-06-07,1080000
Project 0661,2026-03-24,Closed Won,1.0,2026-06-07,1080000
Project 0662,2026-08-24,Prospect,0.15,2026-09-29,512400
Project 0662,2026-07-24,Prospect,0.15,2026-09-29,512400
Project 0662,2026-06-24,Prospect,0.15,2026-09-29,512400
Project 0662,2026-05-24,Prospect,0.15,2026-09-29,512400
Project 0662,2026-04-24,Prospect,0.15,2026-09-29,512400
Project 0662,2026-03-24,Prospect,0.15,2026-09-29,512400
Project 0663,2026-08-24,Closed Won,1.0,2026-12-04,823550
Project 0663,2026-07-24,Closed Won,1.0,2026-12-04,823550
Project 0663,2026-06-24,Closed Won,1.0,2026-12-04,823550
Project 0663,2026-05-24,Closed Won,1.0,2026-12-04,823550
Project 0663,2026-04-24,Closed Won,1.0,2026-12-04,823550
Project 0663,2026-03-24,Closed Won,1.0,2026-12-04,823550
Project 0664,2026-08-24,Closed Won,1.0,2026-01-31,177400
Project 0664,2026-07-24,Closed Won,1.0,2026-01-31,177400
Project 0664,2026-06-24,Closed Won,1.0,2026-01-31,177400
Project 0664,2026-05-24,Closed Won,1.0,2026-01-31,177400
Project 0664,2026-04-24,Closed Won,1.0,2026-01-31,177400
Project 0664,2026-03-24,Closed Won,1.0,2026-01-31,177400
Project 0665,2026-08-24,In Delivery,0.75,2026-10-31,1740900
Project 0665,2026-07-24,In Delivery,0.75,2026-10-31,1740900
Project 0665,2026-06-24,In Delivery,0.75,2026-10-31,1740900
Project 0665,2026-05-24,In Delivery,0.75,2026-10-31,1740900
Project 0665,2026-04-24,In Delivery,0.75,2026-10-31,1740900
Project 0665,2026-03-24,In Delivery,0.75,2026-10-31,1740900
Project 0666,2026-08-24,Prospect,0.15,2025-09-09,156600
Project 0666,2026-07-24,Prospect,0.15,2025-09-09,156600
Project 0666,2026-06-24,Prospect,0.15,2025-09-09,156600
Project 0666,2026-05-24,Prospect,0.15,2025-09-09,156600
Project 0666,2026-04-24,Prospect,0.15,2025-09-09,156600
Project 0666,2026-03-24,Prospect,0.15,2025-09-09,156600
Project 0667,2026-08-24,Prospect,0.15,2026-06-01,868600
Project 0667,2026-07-24,Prospect,0.15,2026-06-01,868600
Project 0667,2026-06-24,Prospect,0.15,2026-06-01,868600
Project 0667,2026-05-24,Prospect,0.15,2026-06-01,868600
Project 0667,2026-04-24,Prospect,0.15,2026-06-01,868600
Project 0667,2026-03-24,Prospect,0.15,2026-06-01,868600
Project 0668,2026-08-24,Closed Won,1.0,2026-05-24,1076950
Project 0668,2026-07-24,Closed Won,1.0,2026-05-24,1076950
Project 0668,2026-06-24,Closed Won,1.0,2026-05-24,1076950
Project 0668,2026-05-24,Closed Won,1.0,2026-05-24,1076950
Project 0668,2026-04-24,Closed Won,1.0,2026-05-24,1076950
Project 0668,2026-03-24,Closed Won,1.0,2026-05-24,1076950
Project 0669,2026-08-24,Closed Won,1.0,2025-07-01,1381500
Project 0669,2026-07-24,Closed Won,1.0,2025-07-01,1381500
Project 0669,2026-06-24,Closed Won,1.0,2025-07-01,1381500
Project 0669,2026-05-24,Closed Won,1.0,2025-07-01,1381500
Project 0669,2026-04-24,Closed Won,1.0,2025-07-01,1381500
Project 0669,2026-03-24,Closed Won,1.0,2025-07-01,1381500
Project 0670,2026-08-24,In Delivery,0.75,2027-01-31,1384800
Project 0670,2026-07-24,In Delivery,0.75,2027-01-31,1384800
Project 0670,2026-06-24,In Delivery,0.75,2027-01-31,1384800
Project 0670,2026-05-24,In Delivery,0.75,2027-01-31,1384800
Project 0670,2026-04-24,In Delivery,0.75,2027-01-31,1384800
Project 0670,2026-03-24,In Delivery,0.75,2027-01-31,1384800
Project 0671,2026-08-24,Closed Won,1.0,2025-02-06,653100
Project 0671,2026-07-24,Closed Won,1.0,2025-02-06,653100
Project 0671,2026-06-24,Closed Won,1.0,2025-02-06,653100
Project 0671,2026-05-24,Closed Won,1.0,2025-02-06,653100
Project 0671,2026-04-24,Closed Won,1.0,2025-02-06,653100
Project 0671,2026-03-24,Closed Won,1.0,2025-02-06,653100
Project 0672,2026-08-24,In Delivery,0.75,2025-08-04,901200
Project 0672,2026-07-24,In Delivery,0.75,2025-08-04,901200
Project 0672,2026-06-24,In Delivery,0.75,2025-08-04,901200
Project 0672,2026-05-24,In Delivery,0.75,2025-08-04,901200
Project 0672,2026-04-24,In Delivery,0.75,2025-08-04,901200
Project 0672,2026-03-24,In Delivery,0.75,2025-08-04,901200
Project 0673,2026-08-24,Closed Won,1.0,2026-08-19,359100
Project 0673,2026-07-24,Closed Won,1.0,2026-08-19,359100
Project 0673,2026-06-24,Closed Won,1.0,2026-08-19,359100
Project 0673,2026-05-24,Closed Won,1.0,2026-08-19,359100
Project 0673,2026-04-24,Closed Won,1.0,2026-08-19,359100
Project 0673,2026-03-24,Closed Won,1.0,2026-08-19,359100
Project 0674,2026-08-24,Prospect,0.15,2025-03-19,1013600
Project 0674,2026-07-24,Prospect,0.15,2025-03-19,1013600
Project 0674,2026-06-24,Prospect,0.15,2025-03-19,1013600
Project 0674,2026-05-24,Prospect,0.15,2025-03-19,1013600
Project 0674,2026-04-24,Prospect,0.15,2025-03-19,1013600
Project 0674,2026-03-24,Prospect,0.15,2025-03-19,1013600
Project 0675,2026-08-24,In Delivery,0.75,2025-08-05,142500
Project 0675,2026-07-24,In Delivery,0.75,2025-08-05,142500
Project 0675,2026-06-24,In Delivery,0.75,2025-08-05,142500
Project 0675,2026-05-24,In Delivery,0.75,2025-08-05,142500
Project 0675,2026-04-24,In Delivery,0.75,2025-08-05,142500
Project 0675,2026-03-24,In Delivery,0.75,2025-08-05,142500
Project 0676,2026-08-24,Qualified,0.35,2026-08-20,1761600
Project 0676,2026-07-24,Qualified,0.35,2026-08-20,1761600
Project 0676,2026-06-24,Qualified,0.35,2026-08-20,1761600
Project 0676,2026-05-24,Qualified,0.35,2026-08-20,1761600
Project 0676,2026-04-24,Qualified,0.35,2026-08-20,1761600
Project 0676,2026-03-24,Qualified,0.35,2026-08-20,1761600
Project 0677,2026-08-24,Closed Won,1.0,2026-01-12,516000
Project 0677,2026-07-24,Closed Won,1.0,2026-01-12,516000
Project 0677,2026-06-24,Closed Won,1.0,2026-01-12,516000
Project 0677,2026-05-24,Closed Won,1.0,2026-01-12,516000
Project 0677,2026-04-24,Closed Won,1.0,2026-01-12,516000
Project 0677,2026-03-24,Closed Won,1.0,2026-01-12,516000
Project 0678,2026-08-24,In Delivery,0.75,2026-01-23,138150
Project 0678,2026-07-24,In Delivery,0.75,2026-01-23,138150
Project 0678,2026-06-24,In Delivery,0.75,2026-01-23,138150
Project 0678,2026-05-24,In Delivery,0.75,2026-01-23,138150
